post_location,warning_time_seconds,with_alert_screenshot,magnitude_on_alert_screenshot,distance_on_alert_screenshot_ml,alert_language,alert_screenshot_with_contour,user_approximate_location_on_alert,alert_type,alert_source,reply_sentiment,felt_shaking,alert_mode,post_alert_action,users_sentiment,users_emotion,helpfulness,system_improvement,alert_arrival_wrt_shaking,shaking_level,shaking_intensity_mmi,alert_received_by_others,indoor_vs_outdoor,user's_accompany,first_earthquake_alert_experience,user's_past_earthquake_experience,past_earthquake_damage_experience,user's_gender,alert_info_recall,aea_info_accuracy,technical_issues_with_alert,alert_info_clearance,reason_for_taking_no_action,future_trust_level,helpfulness_reason,aea_vs_others,reasoning,location_combined,warning_time_binned
Marmara Region,30-60,YES,5.8,17220.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ESTIMATED_INTENSITY_AT_THEIR_LOCATION']",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user is providing instructions on how to enable earthquake alerts on Android phones. The post mentions that the system sends notifications 30-60 seconds in advance. The screenshot shows an alert indicating a 'Yakındaki deprem' (Nearby earthquake) with an estimated magnitude of 5.8 and a distance of 277.1 km (approximately 172.2 miles). The alert also mentions 'Hafif sarsıntı bekleniyor' (Weak shaking is expected), which corresponds to MMI 3. The post time is estimated based on the earthquake time mentioned in the screenshot plus the 7 hours difference between EST and Istanbul time. The user's sentiment is neutral as they are primarily providing instructions. The alert type is 'BE_AWARE_NOTIFICATION' because it mentions 'Hafif sarsıntı' (Weak shaking). The user is likely in the Marmara region, given the context of the post.",,
UNKNOWN,30,YES,6.1,1000.00%,UNKNOWN,NO,NOT_APPLICABLE,TAKE_ACTION_ALERT,AEA,NOT_APPLICABLE,UNKNOWN,ALERT_WITH_SOUND,DROP_COVER_HOLD_ON,POSITIVE,REASSURANCE,VERY_HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'SAFETY_ADVICE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user reports that Android phones reported an earthquake 30 seconds in advance. The screenshot shows a 'Take Action' alert with magnitude 6.1 and distance 10 miles away. The alert includes safety advice (Drop, Cover, Hold). The user's sentiment is positive, indicating the alert was helpful. The post time was converted from EST to Istanbul time (EST+7).",,30-60 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses strong negative sentiment, stating the Android earthquake notification arrived 'only after 12 hours and 4 minutes'. This indicates the alert was significantly delayed and therefore not helpful. The user's 'endless respect' is sarcastic, implying the opposite. The alert arriving so late means it was 'AFTER_SHAKING'. The user likely felt the shaking, but the alert was useless because it arrived too late. The user would likely trust the system less in the future. The user's profile picture suggests the user is male.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,DEEMED_UNNECESSARY,NEUTRAL,UNKNOWN,UNKNOWN,"The user's post is about Android vs. iPhone and how Android is for the poor and thinks of them during earthquakes. The user implies that even if there is a magnitude 10 earthquake, it is useless for rich people in their villas. The user is not talking about their experience with the earthquake alert system, but rather making a general statement about Android and iPhone users. The post time was converted from EST to Istanbul time (EST+7). The user's post suggests that they deem the alert unnecessary for rich people, which is why the reason for taking no action is 'DEEMED_UNNECESSARY'.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ESTIMATED_MAGNITUDE'],UNKNOWN,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,"The user is explaining how the Google earthquake warning system works and how to activate it. The user is providing information, not expressing a personal experience with the alert. The post time was converted from EST to Istanbul time (EST+7).",,
Marmara Region,20,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['SAFETY_ADVICE'],UNKNOWN,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user is providing instructions on how to activate earthquake notifications on Android phones. They mention that location services need to be enabled for it to work. They also state that users will receive a warning notification at least 1 minute, 2 minutes, or 20 seconds in advance, suggesting a belief in the system's ability to provide early warning. The user's tone is helpful and reassuring, indicating a positive sentiment. The post time was converted from EST to Istanbul time (EST+7).",,15-30 sec
Istanbul,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses a negative sentiment about the Android earthquake alert system, stating that it 'does not work that well in our country'. They believe that the system doesn't provide enough advance notice, especially for those closer to the earthquake's epicenter. The user mentions that in Fatih (a district of Istanbul), earthquake waves can arrive in 10-15 seconds, making it difficult to receive a notification in time. This suggests the user found the alert unhelpful because it arrived too late to be useful and that the system could be improved. The post time was converted from EST to Istanbul time (EST+7).",,
Turkey,15-Oct,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,CONFUSION,NOT_HELPFUL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses confusion and negative sentiment because they did not receive an Android earthquake alert in Turkey, while iPhone users in Korea (a less earthquake-prone region) received alerts. This suggests the AEA system was not helpful in their case ('IT_ARRIVED_TOO_LATE_TO_BE_USEFUL' - implicitly, because it didn't arrive at all). The user implicitly questions the accuracy and reliability of the AEA system in Turkey, indicating a lower level of trust. The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],INACCURATE,ALERT_SOUND_ISSUE,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user explicitly states that the Android earthquake warning sound came 'long after the earthquake begins', indicating a negative sentiment and that the alert arrived after the shaking. They also mention being close to the epicenter, which implies a strong shaking level. The user's statement that the 'early warning system is pointless' suggests they found the alert unhelpful and will trust the system less in the future. The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user expresses surprise and positive sentiment because their Android phone (used for business) received an earthquake warning notification seconds before the earthquake, while their iPhone did not. This suggests the AEA system was helpful in providing some warning time. The user's gender is female based on the name and profile picture. The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,"The user mentions that Google has its own earthquake warning system on Android devices and suggests it's free to compete with rivals. The post is neutral in sentiment. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Ahmet' is male. There is no screenshot or specific details about an alert received, so most fields are marked 'UNKNOWN'.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user is stating that Android has its own earthquake system, implying that users don't need to pay for other earthquake alert services. This suggests a positive sentiment towards the AEA system. The post time was converted from EST to Istanbul time (EST+7).",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,UNKNOWN,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,The user reports not receiving an alert on their iPhone while their wife received one on her Android phone. This indicates a negative sentiment and a technical issue with the alert (ALERT_NOT_APPEARING_WHEN_EXPECTED). The user's wife receiving the alert suggests that someone else nearby received the alert (alert_received_by_others: YES). The user's gender is female based on the profile picture and name. The post time was converted from EST to Istanbul time (EST+7). The user's negative experience suggests they will trust the system less in the future. The alert was not helpful because it didn't arrive for the user. The user is annoyed that they didn't receive the alert.,,
Marmara Region,60,YES,5.8,18760.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,VERY_HELPFUL,NO,BEFORE SHAKING,WEAK,MMI IV,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,The user states that the Android Earthquake Warning System sent the notification exactly 1 minute before the earthquake. The alert screenshot shows a magnitude of 5.8 and a distance of 301.9 km (approximately 187.6 miles). The alert language is Turkish. The user felt light shaking ('Hafif sarsıntı'). The post time was converted from EST to Istanbul time (EST+7). The user's name 'Çalı_kan Vahap' is likely male.,,60-120 sec
UNKNOWN,18,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,NO,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user, identifying as a program developer, expresses a positive sentiment towards the Android earthquake warning system, stating it 'broke a record today' by providing a warning about 18-19 seconds before the earthquake. This indicates the alert arrived before the shaking and was helpful by providing time to prepare. The user's statement implies trust in the system and a positive experience. The post time was converted from EST to Istanbul time (EST+7).",,15-30 sec
UNKNOWN,60-120,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,SOUGHT_INFO,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['SAFETY_ADVICE'],PRECISE,POWER_LOSS,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user mentions turning on 'Vital Alerts' on Android to receive alerts 1-2 minutes before. This implies they received an alert before the shaking. The post expresses a positive sentiment, encouraging others to download the AKUT 'I am safe' application. The user also mentions power lines were not working during the earthquake. The user's name 'nuran_kadir' is female.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,DURING SHAKING,UNKNOWN,UNKNOWN,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user reports that their wife received an Android earthquake alert while they, using an iPhone, did not. The earthquake occurred while the wife was reading the notification, indicating the alert arrived during the shaking. This is a negative experience, suggesting the alert was not helpful and arrived too late. The user's annoyance stems from not receiving the alert, implying a lack of trust in the system. The post time was converted from EST to Istanbul time (EST+7).",,
Izmit,90,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,MIXED,SURPRISE,HELPFUL,YES,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,PROVIDED_TIME_TO_PREPARE,AEA_ALERT_ARRIVED_EARLIER,"The user reports receiving an Android system notification 90 seconds before the earthquake in Izmit, mentioning approximate scale and distance information. However, they express frustration that local systems provide no information even an hour after the event. This indicates a mixed sentiment: positive about the Android alert's early warning but negative about the lack of local information. The user's statement that the Android system provided a notification '90 seconds before' implies that the alert was helpful because it provided time to prepare. The user's name '_aban yi_it' is male.",,60-120 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,CONFUSION,NOT_HELPFUL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses negative sentiment because they did not receive the alert ('It didn't come to me either'). They speculate that it might be because their location services were off. They mention that an acquaintance received a message about an impending earthquake, which suggests that the AEA system is the source. The user's confusion and the fact that they didn't receive the alert indicate a lack of helpfulness. The post time is estimated based on the earthquake time mentioned in the screenshot plus the 7 hours difference between EST and Istanbul time. The user's name 'Çi_dem' is female.",,
UNKNOWN,4,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,UNKNOWN,POSITIVE,FEAR,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user states that they received a notification 4-5 seconds before the earthquake, and that it started beeping loudly. They also mention that it is a bit scary but really necessary. This indicates a positive sentiment, with the user finding the alert helpful because it provided some warning before the earthquake. The user also expresses fear. Since the user received the alert before the earthquake, it is considered helpful. The user's statement that it is 'not a lie' and 'correct to say' suggests they found the timing accurate. The alert had a sound. The user's statement implies they will trust the system more in the future.",,<5 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,CONFIRMATION_OF_POSITIVE_POST,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user confirms receiving the notification before the earthquake ('deprem olmadan önce bana da geldi'). This indicates a positive sentiment and suggests the alert was helpful. The post time was converted from EST to Istanbul time (EST+7). The user explicitly mentions 'Telefon Android', implying the alert source is AEA. The user's statement suggests they trust the system to provide timely warnings. The user felt the shaking. The user did not provide a screenshot of the alert.",,
UNKNOWN,6-May,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,PASSIVE_AWARE,NEUTRAL,SURPRISE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user states that the Android alert came 5-6 seconds before the shaking started. This implies that the alert was helpful because it provided some warning time. The user's surprise is inferred from the statement 'I thought there would be an earthquake'. The post time was converted from EST to Istanbul time (EST+7). The user is using Android, so the alert source is AEA. The user took no specific action, but was passively aware. The user felt the shaking. The user's statement implies that the alert was accurate in predicting the earthquake. The user's sentiment is neutral, but the overall experience was helpful. The user will likely trust the system more in the future.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,ALERT_WITH_SOUND,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDOOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['SAFETY_ADVICE'],UNKNOWN,UNKNOWN,CLEAR_TO_UNDERSTAND,DEEMED_UNNECESSARY,NEUTRAL,UNKNOWN,UNKNOWN,"The user is advising other Android users to turn on earthquake warnings and location services before going to sleep. The user mentions that the warning makes a sound like an alarm, indicating an alert with sound. The user's sentiment is neutral, simply providing advice. The post time was converted from EST to Istanbul time (EST+7). The user suggests they are indoors ('go to sleep'). The user's advice to turn on the earthquake warning suggests they find it potentially helpful, but their sentiment is neutral. They are not expressing any strong positive or negative feelings about the system. The user is suggesting that the alert is clear to understand, as they are advising others to turn it on. The user is taking no action after receiving the alert because they are advising to turn it on before going to sleep, implying they deem it unnecessary to take action at that moment.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,SILENT_NOTIFICATION,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,DURING SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],INACCURATE,ALERT_SOUND_ISSUE,UNKNOWN,REASON_UNSPECIFIED,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user reports that their Android phone, with the earthquake alert setting enabled, did not produce any sound or message during the earthquake. Only red text appeared on the screen. This indicates a silent notification and a negative experience. The user felt the shaking, and the alert arrived during the shaking. The user's sentiment is negative, and they likely found the alert unhelpful. The user is likely to trust the system less in the future. The post time was converted from EST to Istanbul time (EST+7).",,
